12.35;6.32337
12.84;6.33648
12.88;6.35913
12.91;6.39559
12.95;6.41165
13.52;6.43738
13.78;6.44988
14.02;6.46217
14.27;6.47406
14.49;6.48592
14.89;6.49772
14.55;6.50972
14.55;6.52191
14.55;6.53365
14.61;6.53313
14.61;6.52226
14.62;6.51065
14.62;6.4984
14.63;6.48665
14.63;6.47454
