12.37;6.74923
12.79;6.75921
12.88;6.76918
12.91;6.77895
12.95;6.78843
13.50;6.81053
13.75;6.82147
13.99;6.83176
14.22;6.84269
14.45;6.8529
14.75;6.86311
14.54;6.87309
14.54;6.883
14.55;6.89344
14.63;6.90289
14.71;6.89917
14.69;6.89136
14.71;6.88049
14.71;6.87038
14.71;6.86194
14.71;6.85319
