12.35;6.53734
12.81;6.54873
12.85;6.55967
12.88;6.5697
12.94;6.58053
13.51;6.60453
13.77;6.61571
14.01;6.6264
14.24;6.6375
14.47;6.6481
14.83;6.65868
14.53;6.66901
14.53;6.67971
14.53;6.69042
14.58;6.6964
14.59;6.68695
14.59;6.67575
14.61;6.66418
14.61;6.65286
14.62;6.64141
